op1;op2;op3;op4;op5;op6;sv1;sv2;sv3;sv4;sv5;sv6;lt;tt;pt;game_score;score;score_a;score_p;score_d;score_s;programa;sol1;estado
1;1;1;1;1;1;1;1;1;1;1;1;61;511.165167;135;19.185049;8;5;2;3;3;'INGENIERIA CIVIL INFORMATICA';7;A
0;1;1;1;1;1;1;1;1;1;1;1;62;609.69377;47;14.902983;2;1;1;1;1;'INGENIERIA CIVIL INDUSTRIAL';6.8;A
1;0;1;0;0;1;1;1;1;1;1;1;71;1743.349288;173;34.995601;4;3;2;1;1;'INGENIERIA EN COMPUTACION E INFORMATICA';6.8;A
0;0;0;1;0;0;1;0;0;1;1;0;95;833.244225;44;22.134342;10;6;5;3;2;'INGENIERIA INDUSTRIAL';6.3;A
1;1;1;1;1;0;1;1;1;1;1;1;65;988.88117;29;17.936681;10;6;5;3;3;'INGENIERIA INDUSTRIAL';6.6;A
0;0;1;1;1;0;1;1;1;1;1;0;71;728.393117;68;18.769066;8;5;5;1;1;'INGENIERIA EN COMPUTACION E INFORMATICA';7;A
0;0;0;0;0;0;1;1;0;0;0;1;92;647.630237;59;20.784521;8;4;5;2;3;'INGENIERIA EN COMPUTACION E INFORMATICA';5.6;A
0;1;0;1;0;1;1;1;0;1;0;1;82;441.56462;99;19.653822;10;6;5;3;3;'INGENIERIA EN COMPUTACION E INFORMATICA';5.5;A
1;1;1;1;1;1;1;1;1;1;1;1;61;511.939852;54;14.229376;7;3;5;1;1;'INGENIERIA CIVIL INDUSTRIAL';5.5;A
1;1;1;1;0;0;1;1;1;1;1;1;69;519.741563;11;12.94462;11;7;5;4;3;'INGENIERIA CIVIL INFORMATICA';6.2;A
1;0;0;0;0;0;1;1;0;0;1;0;97;366.014967;22;16.596938;7;4;4;1;2;'INGENIERIA CIVIL INDUSTRIAL';7;A
0;1;0;0;0;1;1;1;0;0;1;1;86;1062.906539;77;24.938199;2;1;1;0;1;'INGENIERIA CIVIL INFORMATICA';6.8;A
0;1;0;0;0;0;1;1;0;0;1;1;91;572.897982;66;20.333039;5;4;1;2;2;'INGENIERIA EN COMPUTACION E INFORMATICA';6.3;A
0;0;0;0;1;1;1;1;0;1;1;1;69;526.596811;81;17.299903;8;4;5;2;2;'INGENIERIA CIVIL INDUSTRIAL';6.4;A
1;1;0;0;1;0;1;1;0;1;1;1;72;466.87106;71;16.588926;4;3;2;1;1;'INGENIERIA CIVIL INFORMATICA';5.1;A
1;0;0;0;1;0;1;1;0;0;1;0;89;506.807852;87;20.663427;10;7;4;4;3;'INGENIERIA INDUSTRIAL';6.2;A
0;1;1;1;1;1;1;1;1;1;1;1;63;483.367734;37;13.23073;9;5;5;2;3;'INGENIERIA CIVIL INDUSTRIAL';7;A
1;0;0;1;0;0;1;1;0;1;1;1;75;355.682496;98;17.648527;8;5;5;2;2;'INGENIERIA EN COMPUTACION E INFORMATICA';6.4;A
1;1;1;1;1;1;1;1;1;1;1;1;61;323.996528;19;10.271431;8;4;4;3;3;'INGENIERIA CIVIL INFORMATICA';5.8;A
0;0;0;1;0;0;1;0;0;1;0;0;111;1727.116895;283;47.952695;5;4;2;1;2;'INGENIERIA EN COMPUTACION E INFORMATICA';5.5;A
1;0;0;0;0;1;1;1;0;0;1;1;94;923.282522;64;24.069206;10;7;4;4;3;'INGENIERIA CIVIL INDUSTRIAL';6.6;A
0;1;0;0;0;1;1;1;0;1;1;1;70;901.34055;60;19.788224;7;5;3;2;3;'INGENIERIA INDUSTRIAL';5.7;A
0;0;1;1;0;1;1;1;1;1;1;1;69;544.926696;58;16.067471;7;5;3;2;2;'INGENIERIA CIVIL INDUSTRIAL';6.6;A
1;1;0;1;0;0;1;1;0;1;1;1;76;589.885611;128;21.905784;7;4;5;1;1;'INGENIERIA EN COMPUTACION E INFORMATICA';5;A
1;1;0;0;0;0;1;1;0;1;1;1;73;529.0494;28;14.713439;5;4;1;2;2;'INGENIERIA CIVIL INDUSTRIAL';6.6;A
1;0;1;1;1;0;1;1;1;1;1;1;67;410.399588;34;12.980239;7;5;3;3;3;'INGENIERIA EN COMPUTACION E INFORMATICA';6.5;A
0;0;0;1;1;0;1;1;0;1;1;1;72;468.191986;46;15.069836;8;5;5;0;1;'INGENIERIA CIVIL INDUSTRIAL';6.6;A
0;0;1;0;1;0;1;1;1;1;1;0;74;741.495172;134;23.417551;5;3;2;1;2;'INGENIERIA CIVIL INDUSTRIAL';5.8;A
1;1;1;0;1;1;1;1;1;1;1;1;63;467.181404;53;14.054931;8;4;5;2;1;'INGENIERIA CIVIL INFORMATICA';6.7;A
1;1;1;1;0;1;1;1;1;1;1;1;65;473.8082;26;12.783169;5;2;2;2;3;'INGENIERIA CIVIL INFORMATICA';6.6;A
1;0;0;0;0;0;1;1;0;0;0;0;107;427.279901;146;26.379368;9;6;4;3;3;'INGENIERIA CIVIL INDUSTRIAL';6.3;A
1;1;0;0;0;1;1;1;0;1;1;1;70;772.20429;80;19.767719;10;7;4;4;3;'INGENIERIA CIVIL INFORMATICA';6.4;A
0;1;1;0;1;0;1;1;1;1;1;1;69;276.487833;33;11.945597;8;6;2;4;3;'INGENIERIA CIVIL INFORMATICA';7;A
0;1;1;0;0;0;1;1;1;1;1;0;75;528.151294;37;15.574916;10;6;4;3;4;'INGENIERIA CIVIL INDUSTRIAL';7;A
0;1;1;0;1;1;1;1;1;1;1;1;65;494.984295;22;12.742393;8;5;3;2;3;'INGENIERIA CIVIL INDUSTRIAL';5.2;A
1;1;0;0;0;1;1;1;0;0;1;1;83;415.87873;98;19.504058;8;5;4;1;1;'INGENIERIA CIVIL INFORMATICA';6.8;A
0;1;0;1;1;1;1;1;0;1;1;1;71;543.598186;33;14.841498;8;5;4;2;3;'INGENIERIA INDUSTRIAL';6.4;A
1;1;0;0;1;1;1;1;0;0;1;1;74;367.013029;94;17.353415;8;5;5;2;0;'INGENIERIA EN COMPUTACION E INFORMATICA';5.4;A
0;0;0;1;0;1;1;1;0;1;0;1;86;447.6607;46;17.102511;8;4;4;2;3;'INGENIERIA CIVIL INDUSTRIAL';7;A
1;1;0;0;0;0;1;1;0;1;1;1;66;851.222928;59;18.606027;6;4;2;2;2;'INGENIERIA CIVIL INFORMATICA';7;A
1;1;0;0;0;0;1;1;0;0;1;0;106;728.930843;128;28.027591;4;2;2;1;2;'INGENIERIA CIVIL INDUSTRIAL';6.3;A
1;1;0;0;0;0;1;1;0;0;1;1;81;378.275013;36;15.023603;8;5;3;3;3;'INGENIERIA CIVIL INDUSTRIAL';4.8;A
1;0;1;0;1;0;1;1;1;1;1;1;73;552.989227;137;21.623227;9;5;5;2;3;'INGENIERIA CIVIL INFORMATICA';6.2;A
0;0;0;0;0;0;1;1;0;0;1;0;102;483.301956;124;24.775178;8;4;5;1;2;'INGENIERIA CIVIL INFORMATICA';7;A
1;1;0;1;0;1;1;1;0;1;1;1;66;492.974626;49;14.536726;7;5;3;2;3;'INGENIERIA CIVIL INDUSTRIAL';5.8;A
0;1;0;0;0;0;1;1;0;1;1;1;85;844.624846;68;22.121302;5;3;2;1;2;'INGENIERIA CIVIL INDUSTRIAL';6.6;A
1;1;1;1;1;1;1;1;1;1;1;1;61;310.283602;56;12.406238;8;4;5;1;2;'INGENIERIA CIVIL INDUSTRIAL';7;A
1;1;0;1;0;1;1;1;0;1;1;1;66;337.282947;41;12.544345;7;4;3;2;3;'INGENIERIA CIVIL INDUSTRIAL';6.6;A
0;0;0;1;0;0;1;1;0;1;0;1;91;407.99023;72;19.109564;9;6;4;3;2;'INGENIERIA INDUSTRIAL';6.6;A
1;1;0;1;0;0;1;1;0;1;1;0;72;426.41864;50;14.911878;5;4;3;0;1;'INGENIERIA CIVIL INDUSTRIAL';6.6;A
1;1;1;0;0;1;1;1;1;1;1;1;66;733.772567;36;16.063515;4;3;1;1;3;'INGENIERIA EN COMPUTACION E INFORMATICA';7;A
1;1;0;1;1;0;1;1;0;1;1;0;81;867.773717;66;21.584744;8;5;4;2;2;'INGENIERIA EN COMPUTACION E INFORMATICA';6.8;A
1;1;0;1;0;1;1;1;0;1;1;1;97;551.875647;34;19.125499;10;6;5;3;3;'INGENIERIA CIVIL INFORMATICA';6.8;A
0;1;0;1;1;0;1;1;0;1;1;1;67;674.322493;87;18.774196;12;8;5;4;4;'INGENIERIA EN COMPUTACION E INFORMATICA';7;A
0;1;0;0;0;0;1;1;0;1;1;1;81;456.228823;46;16.388477;9;5;4;3;3;'INGENIERIA EN COMPUTACION E INFORMATICA';6.9;A
0;1;1;1;1;0;1;1;1;1;1;1;65;496.587421;18;12.512767;9;6;4;3;3;'INGENIERIA CIVIL INFORMATICA';6.8;A
0;1;0;1;0;1;1;1;0;1;0;1;75;540.735824;25;14.961057;10;6;5;3;2;'INGENIERIA CIVIL INDUSTRIAL';6.2;A
1;1;0;1;1;1;1;1;0;1;1;1;62;559.233667;74;16.070501;10;7;4;4;3;'INGENIERIA CIVIL INFORMATICA';6.6;A
0;1;0;1;0;0;1;1;0;1;1;1;71;346.421599;36;13.122856;7;6;2;3;3;'INGENIERIA CIVIL INDUSTRIAL';6.4;A
1;0;1;0;1;0;1;1;1;1;1;1;69;480.851547;23;13.30467;5;2;3;1;2;'INGENIERIA INDUSTRIAL';5.7;A
0;1;1;1;1;1;1;1;1;1;1;1;64;468.215813;229;25.008377;6;4;2;3;3;'INGENIERIA CIVIL INDUSTRIAL';7;A
1;1;1;0;1;1;1;1;1;0;1;1;68;367.221944;76;15.296464;11;7;5;4;3;'INGENIERIA CIVIL INDUSTRIAL';6.2;A
1;0;1;1;1;0;1;1;1;1;1;1;67;332.740988;25;11.679487;5;3;2;2;2;'INGENIERIA CIVIL INFORMATICA';6.5;A
0;1;1;1;1;1;1;1;1;1;1;1;63;177.99717;28;9.732896;10;7;5;3;2;'INGENIERIA CIVIL INFORMATICA';6.6;A
0;0;0;0;1;0;0;0;0;1;1;1;125;1058.369878;254;41.954119;8;5;4;2;3;'INGENIERIA CIVIL INDUSTRIAL';7;A
0;1;0;0;0;1;1;1;0;0;1;1;78;877.431345;65;21.13863;11;7;5;4;3;'INGENIERIA CIVIL INFORMATICA';6.8;A
1;1;0;0;0;0;1;1;0;1;0;1;85;572.464465;42;17.902248;4;4;1;1;1;'INGENIERIA EN COMPUTACION E INFORMATICA';6.8;A
1;1;0;0;0;1;1;1;0;0;1;1;78;457.231964;65;17.084328;10;7;4;4;3;'INGENIERIA CIVIL INDUSTRIAL';7;A
0;1;0;1;1;0;0;1;0;1;1;0;91;653.401407;93;22.76416;5;2;3;1;2;'INGENIERIA CIVIL INDUSTRIAL';6.6;A
1;1;1;1;1;1;1;1;1;1;1;1;61;301.790253;47;11.772829;10;6;5;3;3;'INGENIERIA EN COMPUTACION E INFORMATICA';6.4;A
1;0;1;0;1;1;1;1;1;1;1;1;63;551.841724;18;12.727208;8;6;4;2;2;'INGENIERIA CIVIL INFORMATICA';6.3;A
1;0;1;1;1;1;1;1;1;1;1;1;63;475.428527;69;15.114879;4;3;2;1;0;'INGENIERIA CIVIL INDUSTRIAL';6.6;A
0;1;0;0;0;1;1;1;0;0;0;1;93;623.195132;73;21.565927;5;2;3;1;2;'INGENIERIA CIVIL INDUSTRIAL';7;A
1;0;0;0;0;0;1;1;0;0;0;0;148;409.602667;124;31.393769;8;4;4;2;2;'BACHILLERATO EN CIENCIAS';7;A
0;1;1;1;0;0;1;1;1;1;1;0;80;411.55064;36;15.185323;10;6;5;4;3;'INGENIERIA EN COMPUTACION E INFORMATICA';6.8;A
1;1;0;1;0;1;1;1;0;1;0;1;73;1012.871226;28;19.381603;9;6;4;3;3;'INGENIERIA CIVIL INFORMATICA';6.4;A
1;1;0;0;1;0;1;1;0;1;1;0;71;215.22916;72;14.062887;8;5;4;3;3;'INGENIERIA CIVIL INFORMATICA';6.8;A
1;1;0;1;0;0;1;1;0;1;1;1;70;550.696311;44;15.424652;10;6;5;3;3;'INGENIERIA EN COMPUTACION E INFORMATICA';6.4;A
0;1;1;0;1;0;1;1;1;0;1;1;75;382.88392;63;15.76641;7;4;3;2;1;'INGENIERIA CIVIL INDUSTRIAL';7;A
0;1;1;1;1;0;1;1;1;1;1;1;68;283.632044;42;12.406648;6;3;4;1;2;'INGENIERIA CIVIL INFORMATICA';7;A
1;1;1;1;1;1;1;1;1;1;1;1;61;622.420138;28;13.702238;7;5;3;2;3;'INGENIERIA CIVIL INDUSTRIAL';6;A
0;0;0;1;0;1;1;1;0;1;1;1;70;362.710393;24;12.385397;11;7;5;3;3;'INGENIERIA CIVIL INFORMATICA';6.8;A
1;1;1;1;1;1;1;1;1;1;1;1;61;585.606891;56;15.0627;6;3;3;2;3;'INGENIERIA CIVIL INFORMATICA';6.8;A
1;1;0;0;0;1;1;1;0;0;0;1;90;407.211629;32;16.491773;4;3;2;0;1;'INGENIERIA CIVIL INDUSTRIAL';6.8;A
0;0;0;0;0;0;1;1;0;1;1;1;82;659.226234;90;21.202473;10;6;5;3;2;'INGENIERIA CIVIL INFORMATICA';7;A
0;1;0;0;1;0;1;1;0;1;1;1;70;920.66664;31;18.197763;8;5;4;3;3;'INGENIERIA CIVIL INFORMATICA';6.6;A
1;1;0;1;1;1;1;1;0;1;1;1;62;537.815355;41;13.841822;9;5;5;2;3;'INGENIERIA CIVIL INFORMATICA';6.8;A
1;1;1;0;0;1;1;1;1;0;1;1;70;224.444413;34;11.664069;8;5;5;2;2;'INGENIERIA CIVIL INFORMATICA';6.7;A
1;1;1;1;1;1;1;1;1;1;1;1;61;275.398779;18;9.741261;7;5;2;4;3;'INGENIERIA CIVIL INFORMATICA';7;A
1;1;0;1;0;0;1;1;0;1;1;1;74;1058.133836;62;22.060958;9;5;5;2;3;'INGENIERIA CIVIL INDUSTRIAL';6.6;A
1;1;0;0;1;1;1;1;0;1;1;1;74;522.432137;62;16.892229;7;4;4;2;1;'INGENIERIA CIVIL INDUSTRIAL';7;A
1;1;1;1;1;0;1;1;1;1;1;1;62;639.337847;103;18.620317;7;4;3;2;2;'INGENIERIA CIVIL INDUSTRIAL';6.8;A
0;1;0;0;1;1;1;1;0;0;1;1;69;332.71738;57;13.958691;10;6;5;3;3;'INGENIERIA CIVIL INFORMATICA';6.8;A
1;1;1;0;0;1;1;1;1;1;1;1;70;367.82904;33;12.986245;6;4;2;2;3;'INGENIERIA CIVIL INFORMATICA';7;A
1;1;0;1;1;1;1;1;0;1;1;1;62;372.26112;29;11.509188;9;5;5;3;3;'INGENIERIA CIVIL INFORMATICA';7;A
1;0;0;1;1;0;1;1;0;1;1;1;71;405.347113;39;13.875221;9;6;4;3;3;'INGENIERIA CIVIL INDUSTRIAL';6.8;A
1;1;0;0;1;0;1;1;0;1;1;0;105;381.680124;143;25.436896;10;6;5;3;3;'INGENIERIA CIVIL INDUSTRIAL';7;A
0;0;0;1;1;0;1;1;0;1;1;1;77;451.236606;42;15.457852;6;4;2;1;2;'INGENIERIA CIVIL INDUSTRIAL';6.8;A
1;1;1;1;1;1;1;1;1;1;1;1;61;456.11273;60;14.058367;5;4;1;2;2;'INGENIERIA CIVIL INDUSTRIAL';7;A
0;1;0;0;0;0;1;1;0;1;1;1;85;448.730158;69;18.362778;10;6;4;4;3;'INGENIERIA CIVIL INDUSTRIAL';6.6;A
1;1;1;1;1;0;1;1;1;1;1;1;63;457.116158;27;12.364707;7;4;3;2;3;'INGENIERIA CIVIL INFORMATICA';7;A
1;0;1;0;1;1;1;1;1;1;1;1;67;542.600085;78;16.951809;10;6;5;3;3;'INGENIERIA INDUSTRIAL';6.8;A
1;1;1;1;1;1;1;1;1;1;1;1;61;1137.679346;62;20.757023;8;5;3;3;3;'INGENIERIA EN COMPUTACION E INFORMATICA';7;A
1;1;1;1;1;1;1;1;1;1;1;1;61;467.912926;73;14.968776;10;7;4;4;3;'INGENIERIA CIVIL INDUSTRIAL';7;A
1;0;1;1;1;0;1;1;1;1;1;0;70;291.484094;43;12.862364;8;5;4;2;3;'INGENIERIA CIVIL INFORMATICA';7;A
1;1;0;0;0;1;1;1;0;1;1;1;71;1083.522515;43;20.663703;9;6;4;3;2;'INGENIERIA CIVIL INDUSTRIAL';6.8;A
1;1;0;0;0;0;1;1;0;1;1;1;68;509.651843;24;13.484483;10;7;4;4;3;'INGENIERIA CIVIL INFORMATICA';7;A
0;1;0;0;0;0;1;1;0;1;0;1;85;338.942818;137;21.470086;9;5;4;2;2;'INGENIERIA CIVIL INFORMATICA';7;A
0;0;0;0;0;1;1;0;0;0;0;1;87;484.211783;62;18.594891;8;4;5;2;2;'INGENIERIA CIVIL INFORMATICA';7;A
0;0;1;0;0;0;1;1;1;0;1;1;89;600.05182;80;21.134179;9;6;3;4;3;'INGENIERIA CIVIL INFORMATICA';6.9;A
1;1;0;0;0;0;1;1;0;1;1;0;101;721.007738;41;21.823651;10;7;4;4;3;'INGENIERIA CIVIL INDUSTRIAL';7;A
1;0;0;0;1;1;1;1;0;1;1;1;66;654.879721;29;14.873402;11;7;5;4;3;'INGENIERIA CIVIL INDUSTRIAL';6.8;A
