op1;op2;op3;op4;op5;op6;sv1;sv2;sv3;sv4;sv5;sv6;lt;tt;pt;game_score;score;score_a;score_p;score_d;score_s;programa;sol1;estado
1;1;0;1;0;1;1;1;0;1;1;1;67;329.124426;60;13.789163;11;7;5;3;4;'INGENIERIA CIVIL INDUSTRIAL';7;A
1;1;1;1;1;0;1;1;1;1;1;1;63;277.872748;45;11.738195;9;5;5;2;2;'INGENIERIA CIVIL INFORMATICA';6.8;A
1;1;1;1;0;0;1;1;1;1;1;1;65;551.251096;45;14.694574;9;6;4;3;3;'INGENIERIA CIVIL INDUSTRIAL';5.2;A
1;0;0;0;0;0;1;1;0;0;1;0;120;630.10541;148;30.530312;10;6;4;4;4;'INGENIERIA CIVIL INFORMATICA';5.7;A
0;1;0;0;0;1;1;1;0;0;1;1;73;425.12254;32;13.955792;8;5;5;1;1;'INGENIERIA EN COMPUTACION E INFORMATICA';5.6;A
0;1;1;0;0;0;1;1;1;0;1;1;78;581.066404;49;17.298772;8;5;3;3;3;'INGENIERIA CIVIL INDUSTRIAL';6.2;A
0;1;0;1;0;0;1;1;0;1;1;0;80;591.107993;78;19.49127;10;6;4;3;3;'INGENIERIA CIVIL INDUSTRIAL';6.3;A
1;1;0;1;0;0;1;1;0;1;1;1;71;438.822913;122;19.283908;8;4;4;3;3;'INGENIERIA EN COMPUTACION E INFORMATICA';6.6;A
1;0;1;1;1;1;1;1;1;1;1;1;63;440.889593;51;13.678707;8;4;4;2;3;'INGENIERIA CIVIL INDUSTRIAL';5.7;A
1;1;0;0;0;0;1;1;0;0;0;0;92;732.131231;43;20.619456;5;3;2;1;2;'INGENIERIA INDUSTRIAL';6.5;A
0;1;0;0;0;0;1;1;0;0;0;0;121;733.848573;52;25.808371;5;3;1;2;3;'INGENIERIA CIVIL INDUSTRIAL';6.5;A
0;0;1;1;1;1;1;1;1;1;1;1;73;458.018997;43;14.947202;6;5;1;4;3;'INGENIERIA EN COMPUTACION E INFORMATICA';5.9;A
0;1;1;1;1;0;1;1;1;1;1;1;64;635.246705;75;17.183869;3;2;0;2;1;'INGENIERIA EN COMPUTACION E INFORMATICA';6.6;A
1;1;1;1;1;1;1;1;1;1;1;1;61;275.704144;17;9.682934;7;4;2;4;2;'INGENIERIA CIVIL INFORMATICA';6.8;A
1;1;0;1;1;0;1;1;0;1;1;1;66;356.404907;55;13.586671;6;4;2;3;3;'INGENIERIA EN COMPUTACION E INFORMATICA';6.8;A
0;1;0;0;0;1;1;1;0;0;1;1;93;518.304061;88;21.472985;8;5;4;2;3;'INGENIERIA CIVIL INFORMATICA';5;A
0;0;1;0;0;1;1;1;1;0;1;1;80;688.97658;129;23.560502;6;6;2;2;1;'INGENIERIA EN COMPUTACION E INFORMATICA';6.4;A
0;1;1;1;1;1;1;1;1;1;1;1;63;1570.117236;55;24.819176;6;3;3;2;2;'INGENIERIA CIVIL INFORMATICA';5.7;A
0;1;1;1;1;1;1;1;1;1;1;1;68;507.331446;58;15.545391;7;4;3;1;2;'INGENIERIA CIVIL INDUSTRIAL';5;A
1;1;0;0;0;1;1;1;0;1;1;1;69;576.42827;105;19.251266;7;3;5;1;2;'INGENIERIA INDUSTRIAL';4.8;A
0;0;0;0;0;1;1;1;0;1;1;1;88;380.324807;31;15.8524;10;6;5;3;3;'INGENIERIA CIVIL INFORMATICA';7;A
0;0;0;0;0;0;1;1;0;1;1;0;97;665.756218;24;19.611544;10;7;4;4;3;'INGENIERIA CIVIL INDUSTRIAL';6.7;A
1;1;1;1;1;0;1;1;1;1;1;1;62;361.508178;25;11.160344;7;5;4;2;1;'INGENIERIA CIVIL INFORMATICA';6.8;A
1;1;1;1;1;0;1;1;1;1;1;0;66;775.554249;100;20.388147;6;5;3;1;1;'INGENIERIA CIVIL INDUSTRIAL';5.9;A
0;0;0;0;0;1;1;1;0;0;1;1;111;595.62231;62;23.494018;2;1;1;1;1;'INGENIERIA CIVIL INDUSTRIAL';6.7;A
0;1;0;1;1;0;1;1;0;1;1;0;87;455.351755;65;18.500255;9;5;4;3;2;'INGENIERIA EN COMPUTACION E INFORMATICA';6.8;A
0;0;0;1;1;0;1;1;0;1;1;1;79;518.099407;110;20.588254;2;2;0;1;1;'INGENIERIA EN COMPUTACION E INFORMATICA';6;A
0;0;0;1;0;0;1;1;0;1;1;0;98;365.576565;34;17.48733;5;3;2;2;2;'INGENIERIA EN COMPUTACION E INFORMATICA';5.3;A
1;1;0;0;0;0;1;1;0;0;1;0;90;388.409794;69;18.57748;4;3;1;3;1;'INGENIERIA EN COMPUTACION E INFORMATICA';5.3;A
0;1;1;0;0;0;1;1;1;1;1;1;73;484.593692;78;17.348179;6;4;1;4;3;'INGENIERIA EN COMPUTACION E INFORMATICA';5.4;A
1;1;0;0;0;0;1;1;0;0;0;1;103;1044.648833;310;41.747545;4;3;1;2;1;'INGENIERIA EN COMPUTACION E INFORMATICA';2;A
1;1;1;0;0;0;1;1;1;1;1;1;73;567.906565;48;16.313821;5;5;1;1;1;'INGENIERIA CIVIL INDUSTRIAL';6.6;A
1;1;1;0;0;0;1;1;1;0;1;1;74;1441.499904;169;32.31613;5;4;1;3;3;'INGENIERIA INDUSTRIAL';6.6;A
0;1;0;1;0;0;1;1;0;1;1;1;70;447.464461;73;16.205547;6;3;5;0;0;'INGENIERIA CIVIL INDUSTRIAL';5.8;A
1;1;0;0;1;1;1;1;0;1;1;1;91;576.41373;150;25.513929;7;4;4;2;3;'INGENIERIA CIVIL INDUSTRIAL';7;A
0;1;1;1;0;1;1;1;1;1;1;1;67;660.389413;75;17.904482;10;6;5;2;4;'INGENIERIA CIVIL INFORMATICA';6.8;A
1;1;1;1;0;0;1;1;1;1;1;0;72;524.370813;42;15.366784;8;5;5;2;0;'INGENIERIA EN COMPUTACION E INFORMATICA';6.7;A
1;1;1;1;1;0;1;1;1;1;1;1;63;391.907226;44;12.777186;8;5;5;0;1;'INGENIERIA CIVIL INFORMATICA';6.3;A
1;1;0;0;0;1;1;1;0;0;1;1;100;1203.504334;165;33.917594;5;3;2;2;1;'INGENIERIA CIVIL INDUSTRIAL';7;A
0;1;0;0;0;1;1;1;0;0;1;1;77;544.889553;73;18.260941;6;4;2;2;2;'INGENIERIA CIVIL INDUSTRIAL';6.6;A
1;1;0;0;0;1;1;1;0;1;1;1;79;321.490632;89;17.404528;7;5;3;2;1;'INGENIERIA CIVIL INDUSTRIAL';6;A
1;1;0;0;0;0;1;1;0;0;1;0;82;643.698163;53;18.785533;7;3;4;3;2;'INGENIERIA EN COMPUTACION E INFORMATICA';5.5;A
0;0;1;1;0;0;1;1;1;1;1;0;77;865.953104;61;20.623447;7;4;2;3;2;'INGENIERIA INDUSTRIAL';6.2;A
0;1;0;1;0;0;1;1;0;1;1;1;75;541.820738;35;15.584259;6;4;2;1;2;'INGENIERIA EN COMPUTACION E INFORMATICA';6.4;A
0;0;1;0;0;0;0;1;1;1;1;0;92;486.728308;79;20.457524;4;1;3;1;1;'INGENIERIA EN COMPUTACION E INFORMATICA';7;A
0;0;0;0;0;1;1;1;0;1;1;1;88;1202.249314;82;26.9077;4;3;1;1;2;'INGENIERIA INDUSTRIAL';5.2;A
0;0;0;0;0;0;1;0;0;0;0;0;134;520.804958;88;28.030091;4;2;2;1;2;'INGENIERIA CIVIL INDUSTRIAL';6.2;A
0;0;0;0;0;0;1;0;0;0;1;0;97;507.835069;44;19.313307;6;4;3;1;1;'INGENIERIA CIVIL INDUSTRIAL';6.1;A
1;1;1;0;0;1;1;1;1;1;1;1;67;580.198293;38;14.863639;10;7;4;4;3;'INGENIERIA CIVIL INDUSTRIAL';7;A
0;0;1;0;1;0;1;1;1;1;1;1;67;732.893154;47;16.888379;10;7;4;4;3;'INGENIERIA CIVIL INDUSTRIAL';5.6;A
0;1;1;0;0;0;1;1;1;1;1;1;73;800.474649;65;19.599407;1;1;1;0;0;'INGENIERIA EN COMPUTACION E INFORMATICA';6.8;A
1;0;0;0;0;1;1;0;0;0;1;1;88;1338.063587;174;33.855262;5;5;1;2;1;'INGENIERIA CIVIL INDUSTRIAL';6.4;A
0;0;0;1;0;0;1;1;0;1;1;1;75;770.444573;102;21.895461;8;5;4;3;3;'INGENIERIA CIVIL INDUSTRIAL';6.6;A
1;1;1;1;1;1;1;1;1;1;1;1;61;355.713222;43;12.048012;7;5;2;3;3;'INGENIERIA CIVIL INFORMATICA';6.4;A
1;0;1;1;0;1;1;1;1;1;1;1;64;326.349587;30;11.446164;3;1;1;2;1;'INGENIERIA EN COMPUTACION E INFORMATICA';6;A
0;0;0;1;0;0;1;1;0;1;1;1;81;607.067529;85;20.233511;12;8;5;4;3;'INGENIERIA EN COMPUTACION E INFORMATICA';6;A
0;0;0;1;0;0;1;1;0;1;1;0;75;629.304722;36;16.489623;9;5;5;2;3;'INGENIERIA CIVIL INDUSTRIAL';6.4;A
1;0;0;1;0;0;1;0;0;1;1;1;80;362.276677;31;14.403535;7;4;3;2;3;'INGENIERIA EN COMPUTACION E INFORMATICA';6.9;A
0;1;0;0;0;0;1;1;0;1;1;1;83;815.8602;77;22.076545;8;5;4;2;3;'INGENIERIA CIVIL INDUSTRIAL';6.8;A
0;0;0;0;0;1;1;1;0;1;1;1;79;380.563982;80;17.423038;10;6;5;3;3;'INGENIERIA EN COMPUTACION E INFORMATICA';6.5;A
1;1;1;1;1;0;1;1;1;1;1;1;63;366.272024;39;12.223477;9;6;4;3;3;'INGENIERIA CIVIL INDUSTRIAL';5.5;A
1;1;1;0;1;1;1;1;1;1;1;1;63;437.711333;59;14.138229;8;4;5;2;2;'INGENIERIA CIVIL INDUSTRIAL';6.8;A
1;0;0;1;0;0;1;0;0;1;1;0;100;298.317071;28;16.789416;8;5;5;1;1;'INGENIERIA CIVIL INFORMATICA';5.8;A
1;1;0;0;0;1;1;1;0;1;1;1;76;419.897307;66;16.466696;5;3;1;1;2;'INGENIERIA CIVIL INDUSTRIAL';6;A
1;1;0;0;0;0;1;1;0;0;0;0;113;354.202502;90;23.199012;3;2;1;1;2;'INGENIERIA EN COMPUTACION E INFORMATICA';6.1;A
1;1;1;0;1;1;1;1;1;0;1;1;69;636.186432;58;16.947992;5;3;2;2;0;'INGENIERIA EN COMPUTACION E INFORMATICA';4;A
0;0;1;0;0;0;1;1;1;0;1;0;95;740.423007;113;25.466622;7;5;3;2;2;'INGENIERIA EN COMPUTACION E INFORMATICA';6.6;A
0;0;0;0;0;1;1;1;0;0;1;1;80;1019.13687;98;24.846584;9;6;4;2;3;'INGENIERIA INDUSTRIAL';6.4;A
1;0;0;1;1;1;1;1;0;1;1;1;64;547.781136;73;16.217409;3;2;1;1;1;'INGENIERIA EN COMPUTACION E INFORMATICA';5.3;A
1;0;0;1;0;0;1;0;0;1;1;0;83;492.912333;30;16.080725;8;5;4;3;2;'INGENIERIA CIVIL INFORMATICA';5.9;A
0;1;0;1;1;0;1;1;0;1;1;1;73;474.596708;81;17.435543;6;4;3;1;2;'INGENIERIA CIVIL INDUSTRIAL';4.4;A
0;0;1;1;0;1;1;1;1;1;1;1;76;413.655451;53;15.609916;6;5;2;2;2;'INGENIERIA CIVIL INDUSTRIAL';6.2;A
0;1;1;0;1;0;1;1;1;1;1;1;65;559.012856;110;18.752236;5;3;2;1;2;'INGENIERIA INDUSTRIAL';6.8;A
0;1;0;0;0;0;1;1;0;0;0;0;145;302.12162;135;30.552721;6;2;3;3;1;'INGENIERIA EN COMPUTACION E INFORMATICA';6.4;A
1;1;1;1;1;1;1;1;1;1;1;1;61;205.981901;60;11.644975;6;4;3;1;1;'INGENIERIA CIVIL INDUSTRIAL';5.8;A
1;1;1;1;1;1;1;1;1;1;1;1;61;362.271107;45;12.233833;8;5;3;3;3;'INGENIERIA EN COMPUTACION E INFORMATICA';6.6;A
1;1;0;0;0;0;1;1;0;0;1;0;89;620.294057;68;20.594206;8;6;3;4;3;'INGENIERIA CIVIL INDUSTRIAL';5.7;A
1;1;0;0;0;0;1;1;0;0;1;0;121;535.022769;148;29.772247;5;4;2;1;0;'INGENIERIA CIVIL INDUSTRIAL';6.9;A
1;1;1;0;1;1;1;1;1;1;1;1;63;466.03022;49;13.79873;6;4;2;2;3;'INGENIERIA EN COMPUTACION E INFORMATICA';6.4;A
1;0;0;0;1;0;1;1;0;1;1;1;70;695.972179;36;16.336161;9;6;4;3;2;'INGENIERIA CIVIL INDUSTRIAL';7;A
0;1;1;0;1;1;1;1;1;1;1;1;66;340.716628;43;12.700022;7;3;3;2;2;'INGENIERIA CIVIL INDUSTRIAL';3.8;A
1;1;0;1;0;0;1;1;0;1;1;0;78;1431.177707;122;29.974048;6;4;2;2;3;'INGENIERIA CIVIL INDUSTRIAL';5.4;A
0;1;1;1;1;0;1;1;1;1;1;1;65;539.062691;67;15.924989;7;5;3;2;2;'INGENIERIA EN COMPUTACION E INFORMATICA';5.7;A
0;1;0;1;0;1;1;1;0;1;1;1;86;831.655877;51;21.113863;9;5;5;2;3;'INGENIERIA CIVIL INFORMATICA';6.5;A
1;0;1;0;0;0;1;1;1;1;1;0;85;1263.374734;161;31.860048;5;3;4;0;1;'INGENIERIA INDUSTRIAL';3.2;A
0;0;1;0;1;1;1;1;1;1;1;1;65;505.43289;45;14.252496;10;7;4;3;3;'INGENIERIA EN COMPUTACION E INFORMATICA';6.6;A
1;1;0;1;0;0;1;1;0;1;0;1;75;222.764437;84;15.508236;5;3;2;1;2;'INGENIERIA EN COMPUTACION E INFORMATICA';4.6;A
1;0;0;1;0;0;1;1;0;1;0;1;89;1031.11276;170;30.807888;6;4;2;1;3;'INGENIERIA INDUSTRIAL';6.3;A
0;0;1;0;0;1;1;1;1;0;1;1;76;741.486089;91;21.101387;5;5;1;2;1;'INGENIERIA CIVIL INDUSTRIAL';5;A
0;1;1;0;0;1;1;1;1;0;1;1;73;444.191536;86;17.448545;6;2;4;1;2;'INGENIERIA CIVIL INDUSTRIAL';6;A
1;1;0;1;0;1;1;1;0;1;1;1;68;460.010501;49;14.537353;5;3;2;2;2;'INGENIERIA CIVIL INDUSTRIAL';5.6;A
1;1;0;0;0;0;1;1;0;0;1;0;77;709.297713;93;21.072705;8;5;3;3;3;'INGENIERIA CIVIL INFORMATICA';6.6;A
0;1;0;1;1;1;1;1;0;1;1;1;64;404.530703;29;12.139223;9;7;3;4;3;'INGENIERIA EN COMPUTACION E INFORMATICA';7;A
1;1;0;1;0;1;1;1;0;1;0;1;83;659.810756;98;21.857641;4;3;1;2;1;'INGENIERIA EN COMPUTACION E INFORMATICA';6.1;A
1;1;0;0;0;0;1;1;0;0;0;0;120;434.961469;143;28.341095;5;2;3;1;2;'INGENIERIA CIVIL INDUSTRIAL';5.6;A
0;1;1;0;0;1;1;1;1;1;1;1;72;510.735629;54;15.970506;11;8;4;3;4;'INGENIERIA CIVIL INDUSTRIAL';5;A
1;0;1;0;1;0;1;1;1;1;1;1;73;455.04888;37;14.550904;5;2;2;1;2;'INGENIERIA CIVIL INFORMATICA';7;A
0;0;0;0;0;0;0;0;0;0;0;0;191;253.492538;136;37.474476;9;6;3;2;3;'INGENIERIA CIVIL INDUSTRIAL';5.6;A
0;1;1;0;1;1;1;1;1;1;1;1;67;261.429126;38;11.787988;6;2;4;2;1;'INGENIERIA CIVIL INDUSTRIAL';6.6;A
0;1;0;0;1;1;1;1;0;1;1;1;77;339.830692;45;14.56677;8;5;3;3;2;'INGENIERIA EN COMPUTACION E INFORMATICA';6.8;A
0;1;0;1;0;0;1;1;0;1;1;1;87;704.704752;64;20.844868;6;4;2;3;2;'INGENIERIA CIVIL INDUSTRIAL';4.8;A
0;0;0;0;0;0;1;1;0;0;1;0;122;819.483886;160;33.411497;7;5;2;3;2;'INGENIERIA CIVIL INDUSTRIAL';4.4;A
0;1;0;0;1;0;1;1;0;1;1;1;71;291.730759;25;11.921163;10;6;5;3;3;'INGENIERIA CIVIL INFORMATICA';6.4;A
0;1;0;0;0;1;1;1;0;0;1;1;86;419.125257;69;18.236475;5;3;2;1;2;'INGENIERIA CIVIL INFORMATICA';6.2;A
1;0;1;1;1;0;1;1;1;1;1;1;65;294.069603;36;11.661692;10;6;5;3;3;'INGENIERIA CIVIL INFORMATICA';5.7;A
0;0;1;1;0;0;1;1;1;1;1;0;83;508.09669;31;16.288505;8;6;4;1;2;'INGENIERIA EN COMPUTACION E INFORMATICA';6.3;A
1;1;1;1;1;0;1;1;1;1;1;0;66;302.798592;43;12.334169;8;4;5;3;2;'INGENIERIA CIVIL INFORMATICA';7;A
0;1;0;1;0;0;1;1;0;1;1;1;90;465.199027;41;17.602726;8;5;4;2;3;'INGENIERIA CIVIL INFORMATICA';5.3;A
0;0;1;0;0;1;1;1;1;0;1;1;75;336.086035;54;14.763419;8;4;4;2;2;'INGENIERIA CIVIL INFORMATICA';6.2;A
1;1;0;1;1;0;1;1;0;1;1;1;75;886.020808;56;20.192022;8;5;4;2;3;'INGENIERIA INDUSTRIAL';6.2;A
1;1;1;0;1;1;1;1;1;1;1;1;63;459.916304;45;13.494646;10;6;4;3;3;'INGENIERIA EN COMPUTACION E INFORMATICA';4.6;A
0;1;1;1;0;1;1;1;1;1;1;1;69;395.084965;33;13.089884;8;5;4;2;3;'INGENIERIA EN COMPUTACION E INFORMATICA';6.1;A
1;1;0;0;1;0;1;1;0;0;1;0;75;628.555338;114;21.261721;5;3;4;0;1;'INGENIERIA EN COMPUTACION E INFORMATICA';6.8;A
1;0;0;0;1;1;1;1;0;1;1;1;67;1333.769649;193;31.631869;3;0;2;1;1;'INGENIERIA CIVIL INDUSTRIAL';6.2;A
0;1;1;1;1;0;1;1;1;1;1;1;64;695.958067;31;15.073613;2;1;2;0;0;'INGENIERIA CIVIL INDUSTRIAL';6.2;A
0;1;0;0;0;0;1;1;0;1;1;1;98;2214.613029;127;41.026224;4;3;2;0;1;'INGENIERIA CIVIL INDUSTRIAL';7;A
1;1;1;1;1;0;1;1;1;1;1;1;65;458.759613;132;19.132957;8;6;3;3;3;'INGENIERIA CIVIL INFORMATICA';6.6;A
0;0;0;0;0;0;1;1;0;1;0;0;104;754.20502;147;29.116963;6;3;4;1;2;'INGENIERIA CIVIL INDUSTRIAL';7;A
0;1;0;1;1;0;1;1;0;1;1;1;71;698.005838;45;17.066585;11;8;4;4;3;'INGENIERIA CIVIL INDUSTRIAL';6.7;A
1;1;0;1;1;0;1;1;0;1;1;1;65;397.18741;36;12.656626;5;3;2;2;2;'INGENIERIA EN COMPUTACION E INFORMATICA';7;A
1;1;0;0;0;0;1;1;0;0;1;1;75;315.337605;53;14.501954;9;5;5;3;3;'INGENIERIA CIVIL INFORMATICA';6.2;A
0;1;0;1;1;1;1;1;0;1;1;1;66;492.652527;26;13.12433;4;3;0;3;3;'INGENIERIA CIVIL INFORMATICA';6;A
0;0;1;0;1;0;1;1;1;0;1;0;81;378.120622;101;19.004887;8;6;2;3;3;'INGENIERIA CIVIL INFORMATICA';6.8;A
1;1;0;0;1;1;1;1;0;0;1;1;68;717.449744;71;18.369276;6;4;2;2;1;'INGENIERIA EN COMPUTACION E INFORMATICA';7;A
1;1;1;1;1;0;1;1;1;1;1;1;65;491.783983;32;13.324249;7;5;2;2;2;'INGENIERIA CIVIL INDUSTRIAL';6.3;A
1;0;0;0;0;0;1;1;0;1;1;0;101;585.421615;48;20.94436;7;6;1;2;3;'INGENIERIA CIVIL INDUSTRIAL';6.8;A
1;1;0;0;0;1;1;1;0;0;1;1;80;346.596246;49;15.355164;6;4;2;2;2;'INGENIERIA CIVIL INDUSTRIAL';7;A
0;1;0;1;1;0;1;1;0;1;1;1;74;497.5021;81;17.815887;6;3;4;2;1;'INGENIERIA CIVIL INDUSTRIAL';6.8;A
0;0;0;1;0;0;1;0;0;1;1;1;95;490.649623;78;20.912108;6;3;4;1;2;'INGENIERIA CIVIL INDUSTRIAL';7;A
1;1;0;1;0;1;1;1;0;1;1;1;66;457.182749;39;13.578653;10;6;5;3;3;'INGENIERIA CIVIL INDUSTRIAL';7;A
1;1;0;0;1;1;1;1;0;0;1;1;70;309.572083;37;12.669246;9;6;4;4;3;'INGENIERIA CIVIL INFORMATICA';4.2;A
1;1;1;1;1;0;1;1;1;1;1;1;63;545.984127;33;13.589792;8;5;3;3;3;'INGENIERIA CIVIL INFORMATICA';6.1;A
0;0;1;0;1;1;1;1;1;1;1;1;75;352.906706;62;15.415901;9;7;3;4;3;'INGENIERIA CIVIL INDUSTRIAL';6.6;A
1;0;1;0;1;1;1;1;1;1;1;1;67;512.878468;40;14.336649;9;6;3;4;3;'INGENIERIA CIVIL INFORMATICA';6.4;A
1;0;0;1;0;0;1;1;0;1;1;1;72;592.618844;29;15.228722;7;4;3;3;3;'INGENIERIA CIVIL INFORMATICA';6.2;A
1;0;0;0;1;0;1;0;0;1;1;0;76;368.83699;32;13.890742;10;6;5;2;3;'INGENIERIA CIVIL INDUSTRIAL';4.8;A
1;1;0;0;0;1;1;1;0;0;1;1;95;799.719404;95;24.935823;4;3;2;0;1;'INGENIERIA CIVIL INDUSTRIAL';6.6;A
0;0;0;1;0;0;1;1;0;1;1;1;83;860.059454;98;23.789745;10;6;5;3;1;'INGENIERIA CIVIL INFORMATICA';6.2;A
1;1;1;1;0;0;1;1;1;1;1;1;68;389.28508;89;16.305895;8;4;3;3;3;'INGENIERIA CIVIL INFORMATICA';5.8;A
1;1;1;0;0;0;1;1;1;0;1;1;77;573.788046;79;18.907409;8;5;4;2;3;'INGENIERIA CIVIL INDUSTRIAL';7;A
0;1;0;1;1;0;1;1;0;1;1;1;71;354.911567;76;15.655709;5;3;2;2;1;'INGENIERIA CIVIL INFORMATICA';6.3;A
0;0;1;0;0;0;1;1;1;0;0;0;93;498.526592;43;18.524857;3;2;0;2;2;'INGENIERIA EN COMPUTACION E INFORMATICA';5.9;A
0;1;0;0;0;1;1;1;0;1;0;1;104;838.888549;48;23.867963;6;4;3;1;1;'INGENIERIA CIVIL INDUSTRIAL';6.8;A
0;0;0;0;0;0;1;1;0;1;1;1;72;367.9612;38;13.612569;10;6;4;4;3;'INGENIERIA CIVIL INFORMATICA';6.8;A
1;0;1;0;0;1;1;1;1;1;1;1;73;405.22528;66;15.84711;9;5;5;2;2;'INGENIERIA INDUSTRIAL';6.4;A
1;1;1;1;0;1;1;1;1;1;1;1;63;493.949413;23;12.475;8;5;5;1;1;'INGENIERIA EN COMPUTACION E INFORMATICA';6.6;A
1;1;1;0;1;0;1;1;1;1;1;0;75;821.811613;27;17.795569;8;6;4;2;2;'INGENIERIA EN COMPUTACION E INFORMATICA';6.1;A
1;1;1;1;1;1;1;1;1;1;1;1;61;354.172803;28;11.114048;8;5;3;3;3;'INGENIERIA EN COMPUTACION E INFORMATICA';6.5;A
1;1;0;0;0;0;1;1;0;0;1;1;85;364.289277;29;15.097111;4;2;1;1;2;'INGENIERIA EN COMPUTACION E INFORMATICA';7;A
0;0;0;0;0;0;0;1;0;0;0;0;118;840.839613;66;27.220482;8;6;2;4;3;'INGENIERIA CIVIL INDUSTRIAL';6.5;A
0;1;0;0;0;0;1;1;0;0;0;0;123;380.207515;105;25.962432;5;1;3;1;2;'INGENIERIA EN COMPUTACION E INFORMATICA';6.9;A
1;1;0;0;1;1;1;1;0;1;1;1;65;786.732501;110;20.949394;3;1;2;1;1;'INGENIERIA CIVIL INDUSTRIAL';7;A
1;1;1;1;1;1;1;1;1;1;1;1;61;453.988507;38;12.689856;7;4;3;2;2;'INGENIERIA EN COMPUTACION E INFORMATICA';6.8;A
1;1;0;1;0;0;1;1;0;1;1;1;72;636.553076;18;14.978615;7;4;3;3;3;'INGENIERIA CIVIL INDUSTRIAL';6.6;A
1;1;0;0;1;1;1;1;0;0;1;1;79;718.806379;43;18.419459;5;2;3;2;2;'INGENIERIA CIVIL INFORMATICA';6.4;A
1;1;1;0;0;0;1;1;1;1;1;1;71;218.749286;34;11.768461;7;3;4;2;2;'INGENIERIA CIVIL INFORMATICA';6.5;A
0;0;0;0;0;0;1;1;0;1;1;0;90;428.67419;45;17.495409;10;7;4;3;3;'INGENIERIA EN COMPUTACION E INFORMATICA';6.6;A
1;0;0;0;0;1;1;1;0;0;1;1;92;573.080213;54;19.758856;7;3;4;2;3;'INGENIERIA EN COMPUTACION E INFORMATICA';6.2;A
0;0;0;0;0;0;1;0;0;1;0;0;154;619.408029;88;32.168282;4;2;2;1;1;'INGENIERIA EN COMPUTACION E INFORMATICA';5.8;A
1;1;0;1;1;1;1;1;0;1;1;1;66;382.681028;24;11.940721;9;5;5;1;2;'INGENIERIA CIVIL INDUSTRIAL';7;A
1;1;1;1;0;0;1;1;1;1;1;1;69;680.727316;120;21.176699;6;2;4;1;2;'INGENIERIA CIVIL INDUSTRIAL';6.8;A
1;1;0;0;0;1;1;1;0;0;0;1;78;662.621641;77;19.801316;7;5;4;2;0;'INGENIERIA CIVIL INFORMATICA';6.4;A
1;1;1;1;1;1;1;1;1;1;1;1;61;303.315334;60;12.584099;6;3;3;2;1;'INGENIERIA EN COMPUTACION E INFORMATICA';6.9;A
0;0;1;0;0;1;1;1;1;1;1;1;82;779.717195;131;24.877243;7;4;4;1;2;'INGENIERIA CIVIL INFORMATICA';5;A
1;1;1;0;0;0;1;1;1;0;1;1;76;738.773934;82;20.523758;9;7;2;3;4;'INGENIERIA CIVIL INFORMATICA';4.6;A
1;1;1;0;1;0;1;1;1;1;1;1;66;694.79487;130;21.447141;8;6;3;3;3;'INGENIERIA EN COMPUTACION E INFORMATICA';7;A
1;1;1;1;1;1;1;1;1;1;1;1;61;426.037678;52;13.278;7;3;4;2;3;'INGENIERIA EN COMPUTACION E INFORMATICA';7;A
0;1;1;1;1;1;1;1;1;1;1;1;63;426.859777;43;13.053153;7;4;3;2;2;'INGENIERIA CIVIL INDUSTRIAL';6.6;A
1;0;0;0;0;1;1;1;0;0;1;1;109;508.517368;46;21.354528;6;5;2;3;3;'INGENIERIA CIVIL INFORMATICA';6.8;A
0;1;0;0;0;1;1;1;0;0;1;1;81;585.158609;108;21.431411;6;5;2;2;2;'INGENIERIA EN COMPUTACION E INFORMATICA';6.8;A
0;0;0;0;0;1;1;1;0;1;1;1;79;504.44964;58;17.270336;11;7;5;4;3;'INGENIERIA CIVIL INDUSTRIAL';5.8;A
0;1;1;0;0;1;1;1;1;0;0;1;82;688.926973;34;18.057729;7;4;3;2;2;'INGENIERIA CIVIL INDUSTRIAL';7;A
1;1;1;1;1;1;1;1;1;1;1;1;61;377.815576;56;13.057822;11;7;5;4;3;'INGENIERIA CIVIL INDUSTRIAL';6.6;A
1;0;0;0;0;0;1;1;0;1;1;1;72;650.866259;43;16.648552;9;5;4;2;2;'INGENIERIA CIVIL INDUSTRIAL';5.8;A
1;0;1;1;1;1;1;1;1;1;1;1;66;316.642853;46;12.651566;7;4;4;1;2;'INGENIERIA CIVIL INFORMATICA';6.6;A
1;1;0;0;0;1;1;1;0;0;1;1;73;669.065803;57;17.841319;6;3;4;2;1;'INGENIERIA EN COMPUTACION E INFORMATICA';6.3;A
1;1;0;1;1;0;1;1;0;1;1;1;67;221.091889;43;11.705161;7;4;4;2;3;'INGENIERIA CIVIL INDUSTRIAL';7;A
0;0;0;1;0;1;1;0;0;1;1;1;119;1478.307279;322;49.216442;6;3;4;1;2;'INGENIERIA CIVIL INDUSTRIAL';6.7;A
1;1;1;1;1;0;1;1;1;1;1;0;67;263.484821;26;11.072541;8;5;3;4;4;'INGENIERIA CIVIL INFORMATICA';6.4;A
1;1;1;1;0;0;1;1;1;1;1;0;67;553.01086;27;13.927312;8;4;5;2;2;'INGENIERIA CIVIL INDUSTRIAL';6.2;A
1;1;0;0;0;0;1;1;0;1;1;1;79;442.660681;78;17.899632;6;4;2;3;2;'INGENIERIA EN COMPUTACION E INFORMATICA';6.7;A
