op1,op2,op3,op4,op5,op6,sv1,sv2,sv3,sv4,sv5,sv6,lt,tt,pt,game_score,score,score_a,score_p,score_d,score_s,programa,sol1,estado
0,1,0,0,0,0,1,1,0,1,0,0,108,'\'(573.253522-741.552114]\'',25,'\'(18.512556-21.845585]\'',10,7,5,2,2,'INGENIERIA EN COMPUTACION E INFORMATICA',4.8,A
1,1,0,0,0,1,1,1,0,0,1,1,81,'\'(366.642527-459.963403]\'',48,'\'(15.967208-18.512556]\'',8,5,4,2,2,'INGENIERIA CIVIL INDUSTRIAL',6.9,A
1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(-inf-366.642527]\'',37,'\'(-inf-13.465412]\'',7,4,4,2,3,'INGENIERIA EN COMPUTACION E INFORMATICA',6.7,A
1,1,0,0,1,0,1,1,0,1,1,1,70,'\'(741.552114-inf)\'',71,'\'(18.512556-21.845585]\'',9,5,5,2,3,'INGENIERIA CIVIL INDUSTRIAL',5,A
0,1,0,0,0,0,1,1,0,1,1,0,79,'\'(573.253522-741.552114]\'',105,'\'(21.845585-inf)\'',7,5,2,3,2,'INGENIERIA CIVIL INDUSTRIAL',6.1,A
1,1,1,0,0,1,1,1,1,1,1,1,65,'\'(-inf-366.642527]\'',18,'\'(-inf-13.465412]\'',11,7,5,3,2,'INGENIERIA CIVIL INDUSTRIAL',6.6,A
1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(459.963403-573.253522]\'',37,'\'(-inf-13.465412]\'',3,2,1,1,1,'INGENIERIA EN COMPUTACION E INFORMATICA',3.7,A
0,0,1,0,0,1,1,1,1,1,0,1,75,'\'(573.253522-741.552114]\'',42,'\'(15.967208-18.512556]\'',1,1,0,0,1,'INGENIERIA CIVIL INDUSTRIAL',5.9,A
1,0,0,0,0,0,1,1,0,0,1,0,99,'\'(741.552114-inf)\'',44,'\'(21.845585-inf)\'',6,4,1,3,3,'INGENIERIA CIVIL INDUSTRIAL',6.3,A
1,1,0,0,1,0,1,1,0,1,1,1,70,'\'(-inf-366.642527]\'',60,'\'(13.465412-15.967208]\'',10,6,5,3,2,'INGENIERIA CIVIL INFORMATICA',6.3,A
1,1,1,0,0,1,1,1,1,1,1,1,65,'\'(573.253522-741.552114]\'',66,'\'(15.967208-18.512556]\'',6,5,1,2,3,'INGENIERIA CIVIL INDUSTRIAL',5.2,A
0,1,1,0,0,0,1,1,1,0,0,1,82,'\'(459.963403-573.253522]\'',40,'\'(15.967208-18.512556]\'',8,7,1,4,3,'INGENIERIA CIVIL INDUSTRIAL',3.8,A
1,0,0,0,0,1,1,1,0,1,1,1,77,'\'(366.642527-459.963403]\'',54,'\'(15.967208-18.512556]\'',11,7,5,3,3,'INGENIERIA INDUSTRIAL',6.6,A
0,1,1,1,1,1,1,1,1,1,1,1,63,'\'(459.963403-573.253522]\'',17,'\'(-inf-13.465412]\'',7,4,2,3,3,'INGENIERIA CIVIL INFORMATICA',4.3,A
1,1,0,0,1,1,1,1,0,1,1,1,64,'\'(-inf-366.642527]\'',29,'\'(-inf-13.465412]\'',10,7,4,3,3,'INGENIERIA CIVIL INFORMATICA',6.8,A
1,1,0,0,0,1,1,1,0,1,1,1,67,'\'(366.642527-459.963403]\'',49,'\'(13.465412-15.967208]\'',5,3,3,2,1,'INGENIERIA CIVIL INDUSTRIAL',6.1,A
1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(741.552114-inf)\'',35,'\'(15.967208-18.512556]\'',7,5,3,2,3,'INGENIERIA EN COMPUTACION E INFORMATICA',6.3,A
1,1,1,0,1,1,1,1,1,1,1,1,63,'\'(741.552114-inf)\'',45,'\'(18.512556-21.845585]\'',7,5,3,2,3,'INGENIERIA EN COMPUTACION E INFORMATICA',6,A
0,1,0,1,1,1,1,1,0,1,1,1,64,'\'(573.253522-741.552114]\'',48,'\'(13.465412-15.967208]\'',6,4,3,1,2,'INGENIERIA CIVIL INDUSTRIAL',6.6,A
0,0,0,0,1,0,1,1,0,0,1,0,102,'\'(573.253522-741.552114]\'',90,'\'(21.845585-inf)\'',6,4,2,1,2,'INGENIERIA CIVIL INDUSTRIAL',7,A
1,0,0,0,0,0,1,1,0,1,0,0,98,'\'(-inf-366.642527]\'',83,'\'(18.512556-21.845585]\'',10,6,5,3,3,'INGENIERIA CIVIL INFORMATICA',4.7,A
1,1,0,0,0,1,1,1,0,0,1,1,81,'\'(573.253522-741.552114]\'',62,'\'(18.512556-21.845585]\'',9,5,5,2,2,'INGENIERIA CIVIL INDUSTRIAL',5.9,A
1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(741.552114-inf)\'',60,'\'(15.967208-18.512556]\'',2,2,2,0,0,'INGENIERIA CIVIL INDUSTRIAL',5.3,A
1,1,0,1,1,1,1,1,0,1,1,1,62,'\'(366.642527-459.963403]\'',28,'\'(-inf-13.465412]\'',10,6,4,4,3,'INGENIERIA CIVIL INDUSTRIAL',6.8,A
1,1,1,0,0,1,1,1,1,1,1,1,68,'\'(741.552114-inf)\'',105,'\'(21.845585-inf)\'',7,3,5,1,1,'INGENIERIA CIVIL INDUSTRIAL',4.4,A
0,1,1,1,1,1,0,1,1,1,1,1,85,'\'(741.552114-inf)\'',265,'\'(21.845585-inf)\'',8,5,4,3,3,'INGENIERIA EN COMPUTACION E INFORMATICA',5.2,A
0,0,0,0,0,1,1,1,0,1,1,1,74,'\'(459.963403-573.253522]\'',86,'\'(15.967208-18.512556]\'',4,2,1,2,2,'INGENIERIA EN COMPUTACION E INFORMATICA',6.6,A
1,1,1,0,1,1,1,1,1,1,1,1,63,'\'(-inf-366.642527]\'',23,'\'(-inf-13.465412]\'',8,6,3,3,3,'INGENIERIA EN COMPUTACION E INFORMATICA',5,A
0,0,0,0,0,0,1,0,0,1,1,0,99,'\'(366.642527-459.963403]\'',157,'\'(21.845585-inf)\'',4,3,1,1,2,'INGENIERIA CIVIL INDUSTRIAL',5.4,A
0,1,0,1,0,1,1,1,0,1,1,1,75,'\'(741.552114-inf)\'',98,'\'(21.845585-inf)\'',8,4,5,2,2,'INGENIERIA CIVIL INFORMATICA',6.2,A
1,1,0,0,0,1,1,1,0,1,1,1,70,'\'(-inf-366.642527]\'',13,'\'(-inf-13.465412]\'',8,4,4,3,2,'INGENIERIA INDUSTRIAL',6.4,A
0,0,0,1,0,0,1,1,0,1,1,0,85,'\'(366.642527-459.963403]\'',59,'\'(15.967208-18.512556]\'',8,5,5,1,1,'INGENIERIA INDUSTRIAL',6.3,A
0,1,1,1,1,1,1,1,1,1,1,1,62,'\'(366.642527-459.963403]\'',35,'\'(-inf-13.465412]\'',7,4,3,2,2,'INGENIERIA CIVIL INFORMATICA',6.6,A
0,1,0,0,0,0,1,1,0,1,1,0,102,'\'(741.552114-inf)\'',99,'\'(21.845585-inf)\'',6,3,5,0,0,'INGENIERIA CIVIL INFORMATICA',6.4,A
0,1,0,0,0,0,1,1,0,0,1,1,106,'\'(573.253522-741.552114]\'',95,'\'(21.845585-inf)\'',2,2,1,0,1,'INGENIERIA CIVIL INDUSTRIAL',5.9,A
1,0,0,0,0,0,1,1,0,0,1,1,88,'\'(741.552114-inf)\'',75,'\'(21.845585-inf)\'',10,7,4,4,3,'INGENIERIA CIVIL INDUSTRIAL',6.5,A
1,1,0,1,1,1,1,1,0,1,1,1,65,'\'(459.963403-573.253522]\'',46,'\'(13.465412-15.967208]\'',10,7,4,4,3,'INGENIERIA EN COMPUTACION E INFORMATICA',6.9,A
1,1,0,1,1,0,1,1,0,1,1,1,66,'\'(366.642527-459.963403]\'',26,'\'(-inf-13.465412]\'',5,3,2,1,2,'INGENIERIA EN COMPUTACION E INFORMATICA',5.6,A
1,1,0,1,0,1,1,1,0,1,1,1,67,'\'(-inf-366.642527]\'',60,'\'(13.465412-15.967208]\'',11,7,5,3,4,'INGENIERIA CIVIL INDUSTRIAL',7,A
1,1,1,1,1,0,1,1,1,1,1,1,63,'\'(-inf-366.642527]\'',45,'\'(-inf-13.465412]\'',9,5,5,2,2,'INGENIERIA CIVIL INFORMATICA',6.8,A
1,1,1,1,0,0,1,1,1,1,1,1,65,'\'(459.963403-573.253522]\'',45,'\'(13.465412-15.967208]\'',9,6,4,3,3,'INGENIERIA CIVIL INDUSTRIAL',5.2,A
1,0,0,0,0,0,1,1,0,0,1,0,120,'\'(573.253522-741.552114]\'',148,'\'(21.845585-inf)\'',10,6,4,4,4,'INGENIERIA CIVIL INFORMATICA',5.7,A
0,1,0,0,0,1,1,1,0,0,1,1,73,'\'(366.642527-459.963403]\'',32,'\'(13.465412-15.967208]\'',8,5,5,1,1,'INGENIERIA EN COMPUTACION E INFORMATICA',5.6,A
0,1,1,0,0,0,1,1,1,0,1,1,78,'\'(573.253522-741.552114]\'',49,'\'(15.967208-18.512556]\'',8,5,3,3,3,'INGENIERIA CIVIL INDUSTRIAL',6.2,A
0,1,0,1,0,0,1,1,0,1,1,0,80,'\'(573.253522-741.552114]\'',78,'\'(18.512556-21.845585]\'',10,6,4,3,3,'INGENIERIA CIVIL INDUSTRIAL',6.3,A
1,1,0,1,0,0,1,1,0,1,1,1,71,'\'(366.642527-459.963403]\'',122,'\'(18.512556-21.845585]\'',8,4,4,3,3,'INGENIERIA EN COMPUTACION E INFORMATICA',6.6,A
1,0,1,1,1,1,1,1,1,1,1,1,63,'\'(366.642527-459.963403]\'',51,'\'(13.465412-15.967208]\'',8,4,4,2,3,'INGENIERIA CIVIL INDUSTRIAL',5.7,A
1,1,0,0,0,0,1,1,0,0,0,0,92,'\'(573.253522-741.552114]\'',43,'\'(18.512556-21.845585]\'',5,3,2,1,2,'INGENIERIA INDUSTRIAL',6.5,A
0,1,0,0,0,0,1,1,0,0,0,0,121,'\'(573.253522-741.552114]\'',52,'\'(21.845585-inf)\'',5,3,1,2,3,'INGENIERIA CIVIL INDUSTRIAL',6.5,A
0,0,1,1,1,1,1,1,1,1,1,1,73,'\'(366.642527-459.963403]\'',43,'\'(13.465412-15.967208]\'',6,5,1,4,3,'INGENIERIA EN COMPUTACION E INFORMATICA',5.9,A
0,1,1,1,1,0,1,1,1,1,1,1,64,'\'(573.253522-741.552114]\'',75,'\'(15.967208-18.512556]\'',3,2,0,2,1,'INGENIERIA EN COMPUTACION E INFORMATICA',6.6,A
1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(-inf-366.642527]\'',17,'\'(-inf-13.465412]\'',7,4,2,4,2,'INGENIERIA CIVIL INFORMATICA',6.8,A
1,1,0,1,1,0,1,1,0,1,1,1,66,'\'(-inf-366.642527]\'',55,'\'(13.465412-15.967208]\'',6,4,2,3,3,'INGENIERIA EN COMPUTACION E INFORMATICA',6.8,A
0,1,0,0,0,1,1,1,0,0,1,1,93,'\'(459.963403-573.253522]\'',88,'\'(18.512556-21.845585]\'',8,5,4,2,3,'INGENIERIA CIVIL INFORMATICA',5,A
0,0,1,0,0,1,1,1,1,0,1,1,80,'\'(573.253522-741.552114]\'',129,'\'(21.845585-inf)\'',6,6,2,2,1,'INGENIERIA EN COMPUTACION E INFORMATICA',6.4,A
0,1,1,1,1,1,1,1,1,1,1,1,63,'\'(741.552114-inf)\'',55,'\'(21.845585-inf)\'',6,3,3,2,2,'INGENIERIA CIVIL INFORMATICA',5.7,A
0,1,1,1,1,1,1,1,1,1,1,1,68,'\'(459.963403-573.253522]\'',58,'\'(13.465412-15.967208]\'',7,4,3,1,2,'INGENIERIA CIVIL INDUSTRIAL',5,A
1,1,0,0,0,1,1,1,0,1,1,1,69,'\'(573.253522-741.552114]\'',105,'\'(18.512556-21.845585]\'',7,3,5,1,2,'INGENIERIA INDUSTRIAL',4.8,A
0,0,0,0,0,1,1,1,0,1,1,1,88,'\'(366.642527-459.963403]\'',31,'\'(13.465412-15.967208]\'',10,6,5,3,3,'INGENIERIA CIVIL INFORMATICA',7,A
0,0,0,0,0,0,1,1,0,1,1,0,97,'\'(573.253522-741.552114]\'',24,'\'(18.512556-21.845585]\'',10,7,4,4,3,'INGENIERIA CIVIL INDUSTRIAL',6.7,A
1,1,1,1,1,0,1,1,1,1,1,1,62,'\'(-inf-366.642527]\'',25,'\'(-inf-13.465412]\'',7,5,4,2,1,'INGENIERIA CIVIL INFORMATICA',6.8,A
1,1,1,1,1,0,1,1,1,1,1,0,66,'\'(741.552114-inf)\'',100,'\'(18.512556-21.845585]\'',6,5,3,1,1,'INGENIERIA CIVIL INDUSTRIAL',5.9,A
0,0,0,0,0,1,1,1,0,0,1,1,111,'\'(573.253522-741.552114]\'',62,'\'(21.845585-inf)\'',2,1,1,1,1,'INGENIERIA CIVIL INDUSTRIAL',6.7,A
0,1,0,1,1,0,1,1,0,1,1,0,87,'\'(366.642527-459.963403]\'',65,'\'(15.967208-18.512556]\'',9,5,4,3,2,'INGENIERIA EN COMPUTACION E INFORMATICA',6.8,A
0,0,0,1,1,0,1,1,0,1,1,1,79,'\'(459.963403-573.253522]\'',110,'\'(18.512556-21.845585]\'',2,2,0,1,1,'INGENIERIA EN COMPUTACION E INFORMATICA',6,A
0,0,0,1,0,0,1,1,0,1,1,0,98,'\'(-inf-366.642527]\'',34,'\'(15.967208-18.512556]\'',5,3,2,2,2,'INGENIERIA EN COMPUTACION E INFORMATICA',5.3,A
1,1,0,0,0,0,1,1,0,0,1,0,90,'\'(366.642527-459.963403]\'',69,'\'(18.512556-21.845585]\'',4,3,1,3,1,'INGENIERIA EN COMPUTACION E INFORMATICA',5.3,A
0,1,1,0,0,0,1,1,1,1,1,1,73,'\'(459.963403-573.253522]\'',78,'\'(15.967208-18.512556]\'',6,4,1,4,3,'INGENIERIA EN COMPUTACION E INFORMATICA',5.4,A
1,1,0,0,0,0,1,1,0,0,0,1,103,'\'(741.552114-inf)\'',310,'\'(21.845585-inf)\'',4,3,1,2,1,'INGENIERIA EN COMPUTACION E INFORMATICA',2,A
1,1,1,0,0,0,1,1,1,1,1,1,73,'\'(459.963403-573.253522]\'',48,'\'(15.967208-18.512556]\'',5,5,1,1,1,'INGENIERIA CIVIL INDUSTRIAL',6.6,A
1,1,1,0,0,0,1,1,1,0,1,1,74,'\'(741.552114-inf)\'',169,'\'(21.845585-inf)\'',5,4,1,3,3,'INGENIERIA INDUSTRIAL',6.6,A
0,1,0,1,0,0,1,1,0,1,1,1,70,'\'(366.642527-459.963403]\'',73,'\'(15.967208-18.512556]\'',6,3,5,0,0,'INGENIERIA CIVIL INDUSTRIAL',5.8,A
1,1,0,0,1,1,1,1,0,1,1,1,91,'\'(573.253522-741.552114]\'',150,'\'(21.845585-inf)\'',7,4,4,2,3,'INGENIERIA CIVIL INDUSTRIAL',7,A
0,1,1,1,0,1,1,1,1,1,1,1,67,'\'(573.253522-741.552114]\'',75,'\'(15.967208-18.512556]\'',10,6,5,2,4,'INGENIERIA CIVIL INFORMATICA',6.8,A
1,1,1,1,0,0,1,1,1,1,1,0,72,'\'(459.963403-573.253522]\'',42,'\'(13.465412-15.967208]\'',8,5,5,2,0,'INGENIERIA EN COMPUTACION E INFORMATICA',6.7,A
1,1,1,1,1,0,1,1,1,1,1,1,63,'\'(366.642527-459.963403]\'',44,'\'(-inf-13.465412]\'',8,5,5,0,1,'INGENIERIA CIVIL INFORMATICA',6.3,A
1,1,0,0,0,1,1,1,0,0,1,1,100,'\'(741.552114-inf)\'',165,'\'(21.845585-inf)\'',5,3,2,2,1,'INGENIERIA CIVIL INDUSTRIAL',7,A
0,1,0,0,0,1,1,1,0,0,1,1,77,'\'(459.963403-573.253522]\'',73,'\'(15.967208-18.512556]\'',6,4,2,2,2,'INGENIERIA CIVIL INDUSTRIAL',6.6,A
1,1,0,0,0,1,1,1,0,1,1,1,79,'\'(-inf-366.642527]\'',89,'\'(15.967208-18.512556]\'',7,5,3,2,1,'INGENIERIA CIVIL INDUSTRIAL',6,A
1,1,0,0,0,0,1,1,0,0,1,0,82,'\'(573.253522-741.552114]\'',53,'\'(18.512556-21.845585]\'',7,3,4,3,2,'INGENIERIA EN COMPUTACION E INFORMATICA',5.5,A
0,0,1,1,0,0,1,1,1,1,1,0,77,'\'(741.552114-inf)\'',61,'\'(18.512556-21.845585]\'',7,4,2,3,2,'INGENIERIA INDUSTRIAL',6.2,A
0,1,0,1,0,0,1,1,0,1,1,1,75,'\'(459.963403-573.253522]\'',35,'\'(13.465412-15.967208]\'',6,4,2,1,2,'INGENIERIA EN COMPUTACION E INFORMATICA',6.4,A
0,0,1,0,0,0,0,1,1,1,1,0,92,'\'(459.963403-573.253522]\'',79,'\'(18.512556-21.845585]\'',4,1,3,1,1,'INGENIERIA EN COMPUTACION E INFORMATICA',7,A
0,0,0,0,0,1,1,1,0,1,1,1,88,'\'(741.552114-inf)\'',82,'\'(21.845585-inf)\'',4,3,1,1,2,'INGENIERIA INDUSTRIAL',5.2,A
0,0,0,0,0,0,1,0,0,0,0,0,134,'\'(459.963403-573.253522]\'',88,'\'(21.845585-inf)\'',4,2,2,1,2,'INGENIERIA CIVIL INDUSTRIAL',6.2,A
0,0,0,0,0,0,1,0,0,0,1,0,97,'\'(459.963403-573.253522]\'',44,'\'(18.512556-21.845585]\'',6,4,3,1,1,'INGENIERIA CIVIL INDUSTRIAL',6.1,A
1,1,1,0,0,1,1,1,1,1,1,1,67,'\'(573.253522-741.552114]\'',38,'\'(13.465412-15.967208]\'',10,7,4,4,3,'INGENIERIA CIVIL INDUSTRIAL',7,A
0,0,1,0,1,0,1,1,1,1,1,1,67,'\'(573.253522-741.552114]\'',47,'\'(15.967208-18.512556]\'',10,7,4,4,3,'INGENIERIA CIVIL INDUSTRIAL',5.6,A
0,1,1,0,0,0,1,1,1,1,1,1,73,'\'(741.552114-inf)\'',65,'\'(18.512556-21.845585]\'',1,1,1,0,0,'INGENIERIA EN COMPUTACION E INFORMATICA',6.8,A
1,0,0,0,0,1,1,0,0,0,1,1,88,'\'(741.552114-inf)\'',174,'\'(21.845585-inf)\'',5,5,1,2,1,'INGENIERIA CIVIL INDUSTRIAL',6.4,A
0,0,0,1,0,0,1,1,0,1,1,1,75,'\'(741.552114-inf)\'',102,'\'(21.845585-inf)\'',8,5,4,3,3,'INGENIERIA CIVIL INDUSTRIAL',6.6,A
1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(-inf-366.642527]\'',43,'\'(-inf-13.465412]\'',7,5,2,3,3,'INGENIERIA CIVIL INFORMATICA',6.4,A
1,0,1,1,0,1,1,1,1,1,1,1,64,'\'(-inf-366.642527]\'',30,'\'(-inf-13.465412]\'',3,1,1,2,1,'INGENIERIA EN COMPUTACION E INFORMATICA',6,A
0,0,0,1,0,0,1,1,0,1,1,1,81,'\'(573.253522-741.552114]\'',85,'\'(18.512556-21.845585]\'',12,8,5,4,3,'INGENIERIA EN COMPUTACION E INFORMATICA',6,A
0,0,0,1,0,0,1,1,0,1,1,0,75,'\'(573.253522-741.552114]\'',36,'\'(15.967208-18.512556]\'',9,5,5,2,3,'INGENIERIA CIVIL INDUSTRIAL',6.4,A
1,0,0,1,0,0,1,0,0,1,1,1,80,'\'(-inf-366.642527]\'',31,'\'(13.465412-15.967208]\'',7,4,3,2,3,'INGENIERIA EN COMPUTACION E INFORMATICA',6.9,A
0,1,0,0,0,0,1,1,0,1,1,1,83,'\'(741.552114-inf)\'',77,'\'(21.845585-inf)\'',8,5,4,2,3,'INGENIERIA CIVIL INDUSTRIAL',6.8,A
0,0,0,0,0,1,1,1,0,1,1,1,79,'\'(366.642527-459.963403]\'',80,'\'(15.967208-18.512556]\'',10,6,5,3,3,'INGENIERIA EN COMPUTACION E INFORMATICA',6.5,A
1,1,1,1,1,0,1,1,1,1,1,1,63,'\'(-inf-366.642527]\'',39,'\'(-inf-13.465412]\'',9,6,4,3,3,'INGENIERIA CIVIL INDUSTRIAL',5.5,A
1,1,1,0,1,1,1,1,1,1,1,1,63,'\'(366.642527-459.963403]\'',59,'\'(13.465412-15.967208]\'',8,4,5,2,2,'INGENIERIA CIVIL INDUSTRIAL',6.8,A
1,0,0,1,0,0,1,0,0,1,1,0,100,'\'(-inf-366.642527]\'',28,'\'(15.967208-18.512556]\'',8,5,5,1,1,'INGENIERIA CIVIL INFORMATICA',5.8,A
1,1,0,0,0,1,1,1,0,1,1,1,76,'\'(366.642527-459.963403]\'',66,'\'(15.967208-18.512556]\'',5,3,1,1,2,'INGENIERIA CIVIL INDUSTRIAL',6,A
1,1,0,0,0,0,1,1,0,0,0,0,113,'\'(-inf-366.642527]\'',90,'\'(21.845585-inf)\'',3,2,1,1,2,'INGENIERIA EN COMPUTACION E INFORMATICA',6.1,A
1,1,1,0,1,1,1,1,1,0,1,1,69,'\'(573.253522-741.552114]\'',58,'\'(15.967208-18.512556]\'',5,3,2,2,0,'INGENIERIA EN COMPUTACION E INFORMATICA',4,A
0,0,1,0,0,0,1,1,1,0,1,0,95,'\'(573.253522-741.552114]\'',113,'\'(21.845585-inf)\'',7,5,3,2,2,'INGENIERIA EN COMPUTACION E INFORMATICA',6.6,A
0,0,0,0,0,1,1,1,0,0,1,1,80,'\'(741.552114-inf)\'',98,'\'(21.845585-inf)\'',9,6,4,2,3,'INGENIERIA INDUSTRIAL',6.4,A
1,0,0,1,1,1,1,1,0,1,1,1,64,'\'(459.963403-573.253522]\'',73,'\'(15.967208-18.512556]\'',3,2,1,1,1,'INGENIERIA EN COMPUTACION E INFORMATICA',5.3,A
1,0,0,1,0,0,1,0,0,1,1,0,83,'\'(459.963403-573.253522]\'',30,'\'(15.967208-18.512556]\'',8,5,4,3,2,'INGENIERIA CIVIL INFORMATICA',5.9,A
0,1,0,1,1,0,1,1,0,1,1,1,73,'\'(459.963403-573.253522]\'',81,'\'(15.967208-18.512556]\'',6,4,3,1,2,'INGENIERIA CIVIL INDUSTRIAL',4.4,A
0,0,1,1,0,1,1,1,1,1,1,1,76,'\'(366.642527-459.963403]\'',53,'\'(13.465412-15.967208]\'',6,5,2,2,2,'INGENIERIA CIVIL INDUSTRIAL',6.2,A
0,1,1,0,1,0,1,1,1,1,1,1,65,'\'(459.963403-573.253522]\'',110,'\'(18.512556-21.845585]\'',5,3,2,1,2,'INGENIERIA INDUSTRIAL',6.8,A
0,1,0,0,0,0,1,1,0,0,0,0,145,'\'(-inf-366.642527]\'',135,'\'(21.845585-inf)\'',6,2,3,3,1,'INGENIERIA EN COMPUTACION E INFORMATICA',6.4,A
1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(-inf-366.642527]\'',60,'\'(-inf-13.465412]\'',6,4,3,1,1,'INGENIERIA CIVIL INDUSTRIAL',5.8,A
1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(-inf-366.642527]\'',45,'\'(-inf-13.465412]\'',8,5,3,3,3,'INGENIERIA EN COMPUTACION E INFORMATICA',6.6,A
1,1,0,0,0,0,1,1,0,0,1,0,89,'\'(573.253522-741.552114]\'',68,'\'(18.512556-21.845585]\'',8,6,3,4,3,'INGENIERIA CIVIL INDUSTRIAL',5.7,A
1,1,0,0,0,0,1,1,0,0,1,0,121,'\'(459.963403-573.253522]\'',148,'\'(21.845585-inf)\'',5,4,2,1,0,'INGENIERIA CIVIL INDUSTRIAL',6.9,A
1,1,1,0,1,1,1,1,1,1,1,1,63,'\'(459.963403-573.253522]\'',49,'\'(13.465412-15.967208]\'',6,4,2,2,3,'INGENIERIA EN COMPUTACION E INFORMATICA',6.4,A
1,0,0,0,1,0,1,1,0,1,1,1,70,'\'(573.253522-741.552114]\'',36,'\'(15.967208-18.512556]\'',9,6,4,3,2,'INGENIERIA CIVIL INDUSTRIAL',7,A
0,1,1,0,1,1,1,1,1,1,1,1,66,'\'(-inf-366.642527]\'',43,'\'(-inf-13.465412]\'',7,3,3,2,2,'INGENIERIA CIVIL INDUSTRIAL',3.8,A
1,1,0,1,0,0,1,1,0,1,1,0,78,'\'(741.552114-inf)\'',122,'\'(21.845585-inf)\'',6,4,2,2,3,'INGENIERIA CIVIL INDUSTRIAL',5.4,A
0,1,1,1,1,0,1,1,1,1,1,1,65,'\'(459.963403-573.253522]\'',67,'\'(13.465412-15.967208]\'',7,5,3,2,2,'INGENIERIA EN COMPUTACION E INFORMATICA',5.7,A
0,1,0,1,0,1,1,1,0,1,1,1,86,'\'(741.552114-inf)\'',51,'\'(18.512556-21.845585]\'',9,5,5,2,3,'INGENIERIA CIVIL INFORMATICA',6.5,A
1,0,1,0,0,0,1,1,1,1,1,0,85,'\'(741.552114-inf)\'',161,'\'(21.845585-inf)\'',5,3,4,0,1,'INGENIERIA INDUSTRIAL',3.2,A
0,0,1,0,1,1,1,1,1,1,1,1,65,'\'(459.963403-573.253522]\'',45,'\'(13.465412-15.967208]\'',10,7,4,3,3,'INGENIERIA EN COMPUTACION E INFORMATICA',6.6,A
1,1,0,1,0,0,1,1,0,1,0,1,75,'\'(-inf-366.642527]\'',84,'\'(13.465412-15.967208]\'',5,3,2,1,2,'INGENIERIA EN COMPUTACION E INFORMATICA',4.6,A
1,0,0,1,0,0,1,1,0,1,0,1,89,'\'(741.552114-inf)\'',170,'\'(21.845585-inf)\'',6,4,2,1,3,'INGENIERIA INDUSTRIAL',6.3,A
0,0,1,0,0,1,1,1,1,0,1,1,76,'\'(573.253522-741.552114]\'',91,'\'(18.512556-21.845585]\'',5,5,1,2,1,'INGENIERIA CIVIL INDUSTRIAL',5,A
0,1,1,0,0,1,1,1,1,0,1,1,73,'\'(366.642527-459.963403]\'',86,'\'(15.967208-18.512556]\'',6,2,4,1,2,'INGENIERIA CIVIL INDUSTRIAL',6,A
1,1,0,1,0,1,1,1,0,1,1,1,68,'\'(459.963403-573.253522]\'',49,'\'(13.465412-15.967208]\'',5,3,2,2,2,'INGENIERIA CIVIL INDUSTRIAL',5.6,A
1,1,0,0,0,0,1,1,0,0,1,0,77,'\'(573.253522-741.552114]\'',93,'\'(18.512556-21.845585]\'',8,5,3,3,3,'INGENIERIA CIVIL INFORMATICA',6.6,A
0,1,0,1,1,1,1,1,0,1,1,1,64,'\'(366.642527-459.963403]\'',29,'\'(-inf-13.465412]\'',9,7,3,4,3,'INGENIERIA EN COMPUTACION E INFORMATICA',7,A
1,1,0,1,0,1,1,1,0,1,0,1,83,'\'(573.253522-741.552114]\'',98,'\'(21.845585-inf)\'',4,3,1,2,1,'INGENIERIA EN COMPUTACION E INFORMATICA',6.1,A
1,1,0,0,0,0,1,1,0,0,0,0,120,'\'(366.642527-459.963403]\'',143,'\'(21.845585-inf)\'',5,2,3,1,2,'INGENIERIA CIVIL INDUSTRIAL',5.6,A
0,1,1,0,0,1,1,1,1,1,1,1,72,'\'(459.963403-573.253522]\'',54,'\'(15.967208-18.512556]\'',11,8,4,3,4,'INGENIERIA CIVIL INDUSTRIAL',5,A
1,0,1,0,1,0,1,1,1,1,1,1,73,'\'(366.642527-459.963403]\'',37,'\'(13.465412-15.967208]\'',5,2,2,1,2,'INGENIERIA CIVIL INFORMATICA',7,A
0,0,0,0,0,0,0,0,0,0,0,0,191,'\'(-inf-366.642527]\'',136,'\'(21.845585-inf)\'',9,6,3,2,3,'INGENIERIA CIVIL INDUSTRIAL',5.6,A
0,1,1,0,1,1,1,1,1,1,1,1,67,'\'(-inf-366.642527]\'',38,'\'(-inf-13.465412]\'',6,2,4,2,1,'INGENIERIA CIVIL INDUSTRIAL',6.6,A
0,1,0,0,1,1,1,1,0,1,1,1,77,'\'(-inf-366.642527]\'',45,'\'(13.465412-15.967208]\'',8,5,3,3,2,'INGENIERIA EN COMPUTACION E INFORMATICA',6.8,A
0,1,0,1,0,0,1,1,0,1,1,1,87,'\'(573.253522-741.552114]\'',64,'\'(18.512556-21.845585]\'',6,4,2,3,2,'INGENIERIA CIVIL INDUSTRIAL',4.8,A
